opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-001441,2558,More Traders,9,85,Convenience,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,232"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001442,2558,More Traders,9,85,Convenience,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,232""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001443,2559,Gill General Store,5,51,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9994"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001444,2559,Gill General Store,5,51,Convenience,C,INACTIVE_OUTLET,50,LOW,"[""No order for 42 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001445,2560,Dar Retail,4,41,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,694"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001446,2560,Dar Retail,4,41,Pharmacy,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 38 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,694""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001447,2561,Arora Traders,7,84,Pharmacy,C,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 27.3% vs previous 30d"", ""Revenue gap of \u20b9543""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001448,2562,Devan Retail,4,25,General Trade,B,REVENUE_RECOVERY,77,HIGH,"[""Revenue declined 55.4% vs previous 30d"", ""Revenue gap of \u20b94,498"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001449,2563,Apte Supermarket,8,7,Convenience,A,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 74.3% vs previous 30d"", ""Revenue gap of \u20b924,929"", ""Order frequency declined 40.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001450,2565,Taneja General Store,6,80,Modern Trade,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 22.1% vs previous 30d"", ""Revenue gap of \u20b96,010"", ""Order frequency declined 40.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001451,2566,Palan Mart,7,28,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,547"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001452,2566,Palan Mart,7,28,General Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 32 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,547""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001453,2567,Virk General Store,7,57,Pharmacy,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 95.6% vs previous 30d"", ""Revenue gap of \u20b91,611"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001454,2569,Lad Retail,4,32,Modern Trade,A,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 57.8% vs previous 30d"", ""Revenue gap of \u20b922,772"", ""Order frequency declined"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001455,2570,Ganesan Retail,12,30,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,358"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001456,2570,Ganesan Retail,12,30,Pharmacy,C,INACTIVE_OUTLET,85,HIGH,"[""No order for 48 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,358""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001457,2572,Date Mart,9,95,Modern Trade,A,REVENUE_RECOVERY,93,HIGH,"[""Revenue declined 30.1% vs previous 30d"", ""Revenue gap of \u20b98,824"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001458,2574,Dalal Retail,12,61,Pharmacy,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 67.5% vs previous 30d"", ""Revenue gap of \u20b93,644"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001459,2579,Viswanathan General Store,6,74,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,314"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001460,2579,Viswanathan General Store,6,74,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 31 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b96,314""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001461,2581,Lall General Store,4,54,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 56.5% vs previous 30d"", ""Revenue gap of \u20b922,784"", ""Order frequency declined 71.4%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001462,2582,Bose Mart,2,38,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,699"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001463,2582,Bose Mart,2,38,Convenience,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 35 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,699""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001464,2583,Taneja Mart,6,80,Convenience,C,REVENUE_RECOVERY,55,MEDIUM,"[""Revenue declined 67.1% vs previous 30d"", ""Revenue gap of \u20b91,683"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001465,2585,Vaidya Mart,6,29,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 73.0% vs previous 30d"", ""Revenue gap of \u20b95,858"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001466,2587,Bhakta Mart,4,25,Modern Trade,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001467,2587,Bhakta Mart,4,25,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 49 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001468,2589,Ganesan Mart,3,2,General Trade,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,482"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001469,2589,Ganesan Mart,3,2,General Trade,B,INACTIVE_OUTLET,75,HIGH,"[""No order for 49 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b92,482""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001470,2591,Dugar Mart,4,58,Pharmacy,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,626"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001471,2591,Dugar Mart,4,58,Pharmacy,B,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 39 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b94,626""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001472,2593,Chauhan Supermarket,4,22,Modern Trade,C,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 56.7% vs previous 30d"", ""Revenue gap of \u20b93,003""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001473,2594,D’Alia Supermarket,6,45,Modern Trade,A,REVENUE_RECOVERY,88,HIGH,"[""Revenue declined 38.9% vs previous 30d"", ""Revenue gap of \u20b912,679"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001474,2597,Agate Mart,12,30,Pharmacy,B,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 54.5% vs previous 30d"", ""Revenue gap of \u20b96,655"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001475,2601,Batra Mart,2,9,General Trade,A,REVENUE_RECOVERY,78,HIGH,"[""Revenue declined 41.8% vs previous 30d"", ""Revenue gap of \u20b917,491"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001476,2603,Patla Traders,4,54,Supermarket,B,REVENUE_RECOVERY,70,MEDIUM,"[""Revenue declined 46.1% vs previous 30d"", ""Revenue gap of \u20b92,663"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001477,2606,Gola Traders,12,64,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 91.9% vs previous 30d"", ""Revenue gap of \u20b91,670"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001478,2608,Saini Mart,9,93,General Trade,B,REVENUE_RECOVERY,45,LOW,"[""Revenue declined 17.5% vs previous 30d"", ""Revenue gap of \u20b91,017"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001479,2611,Kothari Supermarket,9,73,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,659"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001480,2611,Kothari Supermarket,9,73,Pharmacy,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b97,659""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001481,2612,Saha Retail,7,79,Convenience,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 89.0% vs previous 30d"", ""Revenue gap of \u20b91,641"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001482,2613,Nagarajan Supermarket,12,66,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.7% vs previous 30d"", ""Revenue gap of \u20b949,065"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001483,2615,Brahmbhatt Mart,4,96,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b99,528"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001484,2616,Pradhan Mart,5,42,Supermarket,B,REVENUE_RECOVERY,68,MEDIUM,"[""Revenue declined 47.9% vs previous 30d"", ""Revenue gap of \u20b95,252"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001485,2617,Dar Supermarket,5,71,Modern Trade,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 97.5% vs previous 30d"", ""Revenue gap of \u20b91,519"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001486,2618,Thakkar General Store,4,22,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,774"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
