opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-001587,2752,Basak Supermarket,4,12,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,914 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001588,2752,Basak Supermarket,4,12,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 35 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001589,2753,Shenoy Supermarket,8,69,Pharmacy,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 24.4% vs previous 30d"", ""Revenue gap of \u20b91,032 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001590,2755,Ganguly Retail,7,68,General Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 79.7% vs previous 30d"", ""Revenue gap of \u20b97,393 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001591,2756,Sant General Store,6,72,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 64.7% vs previous 30d"", ""Revenue gap of \u20b92,974 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001592,2758,Taneja Mart,1,99,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.8% vs previous 30d"", ""Revenue gap of \u20b93,738 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001593,2760,Raja Supermarket,12,16,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,585 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001594,2763,Pandya Mart,1,3,Supermarket,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 80.1% vs previous 30d"", ""Revenue gap of \u20b96,954 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001595,2764,Kala General Store,5,31,General Trade,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 40.1% vs previous 30d"", ""Revenue gap of \u20b915,105 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001596,2766,Maharaj Mart,12,50,Modern Trade,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001597,2766,Maharaj Mart,12,50,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 54 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001598,2768,Sehgal Retail,3,2,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 84.1% vs previous 30d"", ""Revenue gap of \u20b91,561 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001599,2770,Banerjee Mart,8,76,Modern Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 23.6% vs previous 30d"", ""Revenue gap of \u20b91,592 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001600,2772,Merchant Retail,3,83,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 80.1% vs previous 30d"", ""Revenue gap of \u20b97,474 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001601,2774,Sabharwal Traders,12,36,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,917 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001602,2774,Sabharwal Traders,12,36,Supermarket,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 45 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b97,917""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001603,2775,Srinivas Retail,10,33,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 56.3% vs previous 30d"", ""Revenue gap of \u20b93,301 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001604,2776,Bhat Retail,7,13,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,048 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001605,2776,Bhat Retail,7,13,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 34 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001606,2781,Saini Supermarket,4,12,Modern Trade,C,REVENUE_RECOVERY,50,MEDIUM,"[""Revenue declined 51.2% vs previous 30d"", ""Revenue gap of \u20b9760 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001607,2785,Bahl Mart,4,12,Modern Trade,A,REVENUE_RECOVERY,40,MEDIUM,"[""Revenue declined 6.7% vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001608,2786,Raja Mart,8,55,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 93.1% vs previous 30d"", ""Revenue gap of \u20b99,964 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001609,2787,Parmer Traders,12,92,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 74.2% vs previous 30d"", ""Revenue gap of \u20b935,798 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001610,2788,Srinivasan Retail,2,40,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.8% vs previous 30d"", ""Revenue gap of \u20b97,602 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001611,2789,Sundaram General Store,6,29,General Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,787 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001612,2789,Sundaram General Store,6,29,General Trade,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 40 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b95,787""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001613,2790,Padmanabhan Mart,5,47,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,937 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001614,2790,Padmanabhan Mart,5,47,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 34 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001615,2792,Nagy Mart,4,41,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.1% vs previous 30d"", ""Revenue gap of \u20b98,036 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001616,2794,Madan General Store,3,20,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b98,392 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001617,2794,Madan General Store,3,20,Convenience,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 37 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b98,392""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001618,2796,Bal Mart,9,85,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,198 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001619,2796,Bal Mart,9,85,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 35 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001620,2797,Nagar Traders,12,66,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 93.2% vs previous 30d"", ""Revenue gap of \u20b917,542 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001621,2798,Kanda Retail,9,35,Pharmacy,B,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 18.7% vs previous 30d"", ""Revenue gap of \u20b91,946 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001622,2799,Balan Retail,3,20,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 78.3% vs previous 30d"", ""Revenue gap of \u20b926,677 vs previous 30d"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001623,2800,Mand Mart,10,21,General Trade,B,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 37.4% vs previous 30d"", ""Revenue gap of \u20b93,418 vs previous 30d"", ""Order frequency declined 33.3%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001624,2801,Bhardwaj General Store,2,37,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b92,541 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001625,2801,Bhardwaj General Store,2,37,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 45 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001626,2803,Wagle Retail,6,29,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 79.7% vs previous 30d"", ""Revenue gap of \u20b97,151 vs previous 30d"", ""Order frequency declined 75.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001627,2804,Parmar Retail,9,93,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 79.1% vs previous 30d"", ""Revenue gap of \u20b95,287 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001628,2805,Kaul General Store,1,52,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,503 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001629,2805,Kaul General Store,1,52,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 45 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
